author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/182831320/1522383451,Wed Aug 25 14:12:22 +0000 2010,Cree que sin este oficialismo su vida sería mucho más aburrida. https://t.co/kZoAi0csoy,laradiomak.com.ar,https://t.co/plOltqyoAb,541691,166306,3115,VERDADERO,FALSO,La Radio MAK,40885,Sebastian Fernandez,"1,76694E+34",https://pbs.twimg.com/profile_images/2072649354/image_normal.jpg,415825,https://twitter.com/rinconet,https://x.com/rinconet,rinconet,,0,,"1,68572E+18",Sun Jul 30 18:25:20 +0000 2023,,,,"Entiendo la furia del pobre Ortelli, desmentir una noticia falsa atenta contra su propio fondo de comercio.","1,68572E+18",,,FALSO,VERDADERO,FALSO,es,318,,VERDADERO,FALSO,Sat May 15 18:58:52 +0000 2010,447850.0,20640.0,1442521430,FALSO,FALSO,Capital Federal,Ignacio Ortelli,FALSO,es,16500.0,FALSO,2130.0,5700.0,8290.0,"El ministro de Salud de la Ciudad, Fernán Quirós, firmó la solicitada en apoyo a Vizzotti, en la que se denosta a los medios por publicar lo que dijo una conocida de la ministra. 

Increíble https://t.co/lQUYI8ZQhG",4783160.0,0,"1,68507E+34",9,63,Twitter for iPhone,"Entiendo la furia del pobre Ortelli, desmentir una noticia falsa atenta contra su propio fondo de comercio.",https://twitter.com/rinconet/status/1685718231229550593,97160.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/257179355/1646496151,Thu Feb 24 22:16:11 +0000 2011,Barrister.Former MNA PTI & Parliamentary Sec Law.  Queen mother scholar. World Economic Forum YGL 2021 & Naqis Amma(mom),,,30127,306423,4749,FALSO,VERDADERO,Islamabad,1133,Maleeka Ali Bokhari,"1,61633E+33",https://pbs.twimg.com/profile_images/1758174361331118080/cvTISKtS_normal.jpg,15113,https://twitter.com/MalBokhari,https://x.com/MalBokhari,MalBokhari,,2,,"1,55779E+18",Thu Aug 11 18:04:27 +0000 2022,,,,Fake news being spread by Maryam Nawazs Media cell &amp; so called journalists claiming that @ImranKhanPTI had a call with US ambassador Blome. Imported Gov that was badly battered in Punjab by elections can now only resort to peddling lies! No one will buy your fake narrative ????,"1,55779E+18",,,FALSO,FALSO,FALSO,en,3118,,,,,,,,,,,,,,,,,,,,,24,,58,1077,Twitter for Android,Fake news being spread by Maryam Nawazs Media cell &amp; so called journalists claiming that @ImranKhanPTI had a call with US ambassador Blome. Imported Gov that was badly battered in Punjab by elections can now only resort to peddling lies! No one will buy your fake narrative ????,https://twitter.com/MalBokhari/status/1557790062066253829,,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1573915572764610560/1728395982,Sun Sep 25 06:01:40 +0000 2022,"Official MrBeast Expert Survival Dad. 100 days in a ?? to 7 days on an ??? Follow for Disaster Relief, Survival, and Homesteading. Click link to help WNC #MAHA",linktr.ee/theshawnhendrix,https://t.co/AMOQ4VV0jD,5693,62783,5346,FALSO,VERDADERO,"Greenville, NC",1238,Shawn Hendrix,"1,85871E+34",https://pbs.twimg.com/profile_images/1803856238683525122/tKC1er37_normal.jpg,6186,https://twitter.com/TheShawnHendrix,https://x.com/TheShawnHendrix,TheShawnHendrix,,17,,"1,87784E+18",Fri Jan 10 21:51:56 +0000 2025,,,,Misinformation = criticism of government now.,"1,87784E+18",,,FALSO,FALSO,FALSO,en,1419,,,,,,,,,,,,,,,,,,,,,17,,63,325,Twitter for iPhone,Misinformation = criticism of government now.,https://twitter.com/TheShawnHendrix/status/1877835792313172221,136530.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/294432899/1402620262,Sat May 07 04:21:53 +0000 2011,,,,28476,141,515,VERDADERO,FALSO,"Bogotá, D.C., Colombia",112,Andrés González D.,,https://pbs.twimg.com/profile_images/1579968856348672004/5M-lxboK_normal.jpg,4925,https://twitter.com/jorgeandresgd,https://x.com/jorgeandresgd,jorgeandresgd,,3,,"1,77307E+18",Wed Mar 27 19:35:29 +0000 2024,,,,"Noticias uno se volvió una bodega más @JotaPeHernandez , primero hacen escándalo con una noticia falsa y la retractación se queda en apenas un pequeño comentario.","1,77307E+18",,,FALSO,VERDADERO,FALSO,es,122,,FALSO,FALSO,Mon Dec 13 18:46:03 +0000 2021,1614600.0,0.0,"1,47046E+34",FALSO,FALSO,Colombia,Jota Pe Hernández,FALSO,es,95130.0,FALSO,2860.0,260.0,41020.0,"??OBLIGAMOS A NOTICIAS UNO A DECIR LA VERDAD!! 

Hace unas semanas me calumniaron con mentiras, afirmaron que yo había sido financiado por las eps, ni siquiera sabían a qué comisión pertenezco y de sus mentiras les tocó retractarse. VEAN ESTO ???? https://t.co/MHxE5m0RCI",5039140.0,0,"1,77274E+33",24,50,Twitter for Android,"Noticias uno se volvió una bodega más @JotaPeHernandez , primero hacen escándalo con una noticia falsa y la retractación se queda en apenas un pequeño comentario.",https://twitter.com/jorgeandresgd/status/1773071363265192382,58710.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/1396504353620496387/1735797942,Sun May 23 18:51:19 +0000 2021,"For 40 plus years, Ive focused on healing through fitness and nutrition #motivation #fitness #mentalhealth #Aging #bodybuilding #mindfulness #nutrition ????",BurlyMonk.com,https://t.co/w7MrlPX9t4,97018,136904,124633,FALSO,VERDADERO,Canada ???? ????,2640,Burly Monk,,https://pbs.twimg.com/profile_images/1873943596765675520/0KM9prZQ_normal.jpg,36295,https://twitter.com/BurlyMonk,https://x.com/BurlyMonk,BurlyMonk,,15,,"1,88107E+18",Sun Jan 19 20:05:01 +0000 2025,,,,"When a toxic individual can no longer manipulate you, they may attempt to influence how others perceive you. The misinformation may seem unjust, but rise above it, having faith that others will eventually discern the truth, as you did.","1,88107E+18",,,FALSO,FALSO,FALSO,en,196,,,,,,,,,,,,,,,,,,,,,3,,7,66,Buffer App,"When a toxic individual can no longer manipulate you, they may attempt to influence how others perceive you. The misinformation may seem unjust, but rise above it, having faith that others will eventually discern the truth, as you did.",https://twitter.com/BurlyMonk/status/1881070376479834462,41050.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1246864435806965760/1716878638,Sun Apr 05 18:17:19 +0000 2020,"General de División (R) del Ejército de Tierra. 
 
Inflexible con las faltas de educación y de respeto.
¡Viva España! ????",,,282388,26473,10079,VERDADERO,VERDADERO,,20301,Antonio Budiño,"1,25626E+33",https://pbs.twimg.com/profile_images/1353743701495975937/qLeqI9wn_normal.jpg,172847,https://twitter.com/budino_antonio,https://x.com/budino_antonio,budino_antonio,,24,,"1,88055E+18",Sat Jan 18 09:33:59 +0000 2025,,,,"Nunca podrá servir a España ni a los españoles, un gobierno sectario instalado en la mentira y la hipocresía. La ciudadanía tiene que despertar y ponerse en pie de una vez ¡Basta ya! https://t.co/vDADYt7sfJ","1,88055E+18",,,FALSO,FALSO,FALSO,es,260,FALSO,,,,,,,,,,,,,,,,,,,,4,,6,137,Twitter for Android,"Nunca podrá servir a España ni a los españoles, un gobierno sectario instalado en la mentira y la hipocresía. La ciudadanía tiene que despertar y ponerse en pie de una vez ¡Basta ya! https://t.co/vDADYt7sfJ",https://twitter.com/budino_antonio/status/1880549186858631200,16680.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/838033969954320385/1734006804,Sat Mar 04 14:30:43 +0000 2017,"America First Conservative! - God Bless America! - Please Support Our Troops And Veterans - I Post And Comment On Stuff - Like Them Or Not, Opinions Are My Own.",woundedwarriorproject.org,https://t.co/14lrSIBtHG,238733,171183,69032,VERDADERO,VERDADERO,UNITED STATES OF AMERICA,17895,General?,"1,88185E+34",https://pbs.twimg.com/profile_images/1818041757604409344/fqLgGjmt_normal.jpg,353323,https://twitter.com/TheGeneral_0,https://x.com/TheGeneral_0,TheGeneral_0,,2,,"1,8777E+18",Fri Jan 10 12:44:16 +0000 2025,,,,I remember when 51 Intelligence Agents claimed that Hunters Laptop was Russian Misinformation.???????,"1,8777E+18",,,FALSO,VERDADERO,FALSO,en,64,,FALSO,VERDADERO,Thu Jun 05 00:54:31 +0000 2008,89723350.0,6210.0,150124860,VERDADERO,FALSO,,CBS News,FALSO,en,121900.0,FALSO,5930.0,71210.0,37620.0,"Over 17,000 doctors are calling on the Senate to reject President-elect Donald Trump's pick to lead the Department of Health and Human Services, Robert F. Kennedy Jr. https://t.co/2NoeRhim6X",9841640.0,0,"1,87745E+34",15,27,Twitter for iPhone,I remember when 51 Intelligence Agents claimed that Hunters Laptop was Russian Misinformation.???????,https://twitter.com/TheGeneral_0/status/1877697969417342981,22770.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/557099769/1733344144,Wed Apr 18 16:33:33 +0000 2012,"Abogada en @NOVALEXSPAIN. Autora de POPULISMO PUNITIVO y CRÓNICA DE LA DEGRADACIÓN DEMOCRÁTICA ESPAÑOLA (Deusto)
https://t.co/QsygnnecU5",novalexspain.com,https://t.co/VA5olcSKl3,132705,110545,3067,VERDADERO,VERDADERO,,7340,Lupe Sánchez,"1,86463E+34",https://pbs.twimg.com/profile_images/1876694030097985536/doMfWohs_normal.jpg,64236,https://twitter.com/Proserpinasb,https://x.com/Proserpinasb,Proserpinasb,,26,,"1,86347E+18",Mon Dec 02 06:42:35 +0000 2024,,,,"Hoy, en El País, tenemos un gran ejemplo de falacia de la prueba incompleta: han seleccionado sólo aquello que les interesa para su relato, ocultando al lector lo que lo desmonta.
Esto también es desinformación https://t.co/ZHG3iWy1d4","1,86347E+18",,,FALSO,FALSO,FALSO,es,1578,FALSO,,,,,,,,,,,,,,,,,,,,11,,47,577,Twitter for Android,"Hoy, en El País, tenemos un gran ejemplo de falacia de la prueba incompleta: han seleccionado sólo aquello que les interesa para su relato, ocultando al lector lo que lo desmonta.
Esto también es desinformación https://t.co/ZHG3iWy1d4",https://twitter.com/Proserpinasb/status/1863473823326110131,267250.0,TikTok
FALSO,VERDADERO,,Wed Jul 27 00:27:14 +0000 2022,"M.S. in Psychology, Narcissistic Abuse Recovery Coach. One-on-one sessions. Trauma informed. Narcissistic abuse and family court survivor.",wilysurvivor.com,https://t.co/h73oUUHXGD,8910,6969,4288,VERDADERO,FALSO,Florida,167,The Wily Survivor,"1,63783E+33",https://pbs.twimg.com/profile_images/1552089000273387520/tE9UjYiy_normal.jpg,4310,https://twitter.com/WilySurvivor,https://x.com/WilySurvivor,WilySurvivor,,115,,"1,88247E+18",Thu Jan 23 17:03:00 +0000 2025,,,,"Why do children raised by abusive parents often show loyalty or forgiveness? Trauma bonding is a big factor. When abuse is sprinkled with moments of care, it creates a powerful emotional attachment. Its a survival mechanism shaped by years of manipulation.","1,88247E+18",,,FALSO,FALSO,FALSO,en,408,,,,,,,,,,,,,,,,,,,,,5,,12,65,Twitter Web App,"Why do children raised by abusive parents often show loyalty or forgiveness? Trauma bonding is a big factor. When abuse is sprinkled with moments of care, it creates a powerful emotional attachment. Its a survival mechanism shaped by years of manipulation.",https://twitter.com/WilySurvivor/status/1882474123932385326,76230.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/197246130/1693244754,Fri Oct 01 00:36:00 +0000 2010,Venezolana ???? En Madrid ???? |Reportera de @edatvoficial ????,youtube.com/channel/UCOHad,https://t.co/RTNEWC2TPB,11304,23698,1198,VERDADERO,VERDADERO,"Comunidad de Madrid, España",1213,Adais Cásares,"1,80778E+34",https://pbs.twimg.com/profile_images/1645938529141243905/lJhW7XGK_normal.jpg,7093,https://twitter.com/adais_casares,https://x.com/adais_casares,adais_casares,,2,,"1,86254E+18",Fri Nov 29 16:32:29 +0000 2024,,,,"Francisco, es evidente que te has formado dentro de la dinámica de los politiqueros venezolanos como Ramos Allup, al que tanto defiendes. 

¿Es desinformación que el empresario Víctor De Aldama se reunió con Ramos Allup y Juan Guaidó en la sede de Acción Democrática? 

Dos cosas","1,86254E+18",,,FALSO,VERDADERO,FALSO,es,37,,VERDADERO,FALSO,Mon May 18 06:06:38 +0000 2009,336080.0,60320.0,408247740,VERDADERO,FALSO,"Miami, FL",Francisco Poleo,FALSO,es,340.0,,40.0,150.0,240.0,Brutal desinformación: el reporte de mis amigos de OKD (dicho para que vean que no va de sesgo ideológico) sólo publica esta foto para demostrar que Aldama se reunió con Guaidó y HRA usando el poder que le daba una carta firmada por Ábalos (ministro de Sánchez y hombre fuerte del PSOE) designándolo como enlace entre Venezuela y España. Luego esta persona va y omite completamente esto para malear a su gusto la foto.,123740.0,1,"1,86253E+34",8,13,Twitter for iPhone,"Francisco, es evidente que te has formado dentro de la dinámica de los politiqueros venezolanos como Ramos Allup, al que tanto defiendes. 

¿Es desinformación que el empresario Víctor De Aldama se reunió con Ramos Allup y Juan Guaidó en la sede de Acción Democrática? 

Dos cosas curiosas: 

1. El Pitazo publicó que Guaidó había negado conocer a Víctor de Aldama. 

2. Usas el mismo argumento que el señor Sánchez: la desinformación. El comodín preferido de los zurdos. 

Consejo: Ve como pinta la situación del PSOE, y del señor Sánchez, el mismo que dijo no conocer a Aldama.  Sin embargo,  ahora nos hemos enterado que fue él quien quiso conocer al empresario. 

Vamos, desinformación",https://twitter.com/adais_casares/status/1862535113097023978,24360.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1435787108002713601/1665378038,Thu Sep 09 02:11:15 +0000 2021,Afghan-American | Physician | Husband & father | Yearning for a peaceful Afghanistan ???,,,14511,2741,1866,VERDADERO,FALSO,United States,363,"Daoud A, MD","1,47625E+34",https://pbs.twimg.com/profile_images/1493805995780411394/Qef3bmjV_normal.jpg,7913,https://twitter.com/daoudmd21,https://x.com/daoudmd21,daoudmd21,,2,,"1,51262E+18",Sat Apr 09 02:25:23 +0000 2022,,,,"Why is my timeline full of videos of Iranians mistreating Afghan refugees? Fake or real, this isnt news, nor specific to our refugees. I sense these videos are being boosted by questionable characters on Afg twitter - hard not to see the agenda there. Lets move on guys.","1,51262E+18",,,FALSO,FALSO,FALSO,en,39,,,,,,,,,,,,,,,,,,,,,1,,7,3,Twitter for iPhone,"Why is my timeline full of videos of Iranians mistreating Afghan refugees? Fake or real, this isnt news, nor specific to our refugees. I sense these videos are being boosted by questionable characters on Afg twitter - hard not to see the agenda there. Lets move on guys.",https://twitter.com/daoudmd21/status/1512617641621569536,,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/293601379/1700652431,Thu May 05 16:53:26 +0000 2011,"Doctor en Ciencia y Tecnología de Alimentos. Divulgador @el_pais @RTPAOficial @eroskiconsumer @maldita @SaludsinBulos 
?? gominolasdepetroleo@gmail.com",linktr.ee/gominolasdepet,https://t.co/85EGJCoMfr,62318,76591,1824,VERDADERO,FALSO,"Gijón, Asturias",6597,Miguel A. Lurueña,"1,88149E+34",https://pbs.twimg.com/profile_images/1727284885386059776/PtqgDVOZ_normal.jpg,65978,https://twitter.com/gominolasdpetro,https://x.com/gominolasdpetro,gominolasdpetro,,4,,"1,59135E+18",Sat Nov 12 08:36:05 +0000 2022,,,,"Y te da +3 en sabiduría y +5 en agilidad ?? 
Dejemos la magia donde debe estar. Y acabemos de una vez m con el clickbait (por cierto, se refiere a la guabira, una baya de sudamérica). https://t.co/nsUeTNCknq","1,59135E+18",,,FALSO,FALSO,FALSO,es,142,FALSO,,,,,,,,,,,,,,,,,,,,1,,11,44,Twitter for Android,"Y te da +3 en sabiduría y +5 en agilidad ?? 
Dejemos la magia donde debe estar. Y acabemos de una vez m con el clickbait (por cierto, se refiere a la guabira, una baya de sudamérica). https://t.co/nsUeTNCknq",https://twitter.com/gominolasdpetro/status/1591349099122475009,,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/183813027/1594646767,Fri Aug 27 23:35:30 +0000 2010,"Hitchcock, Allen, Kubrick, Ford, Wilder, Edwards, Peckinpah, Scorsese, Coppola, Ionesco, Mihura, Poncela, Les Luthiers, Monty Python, Stallone, Bud Spencer,...",youtube.com/cinemanicomio,https://t.co/2NkGZERGgm,62089,40774,140,FALSO,VERDADERO,twitter.com/@ElCinemanicomio,5701,Doctor Frusna,"1,80207E+33",https://pbs.twimg.com/profile_images/1282667619074670592/rsRqR-Ch_normal.jpg,13542,https://twitter.com/doctorfrusna,https://x.com/doctorfrusna,doctorfrusna,,124,,"1,88105E+18",Sun Jan 19 19:02:44 +0000 2025,740.0,840.0,Spielberg,"Aunque parezca mentira, hay gente que no recuerda este proyecto soñado de #Spielberg... increíble, ¿verdad? ?? https://t.co/KOKGK9Vf9f","1,88105E+18",,,FALSO,FALSO,FALSO,es,447,FALSO,,,,,,,,,,,,,,,,,,,,8,,12,73,Twitter Web App,"Aunque parezca mentira, hay gente que no recuerda este proyecto soñado de #Spielberg... increíble, ¿verdad? ?? https://t.co/KOKGK9Vf9f",https://twitter.com/doctorfrusna/status/1881054702366028021,379820.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1755308099080957952/1722467872,Wed Feb 07 19:11:33 +0000 2024,tattoo my name on your balls so I know it's real,,,148815,9421,5831,FALSO,VERDADERO,Check my highlights,3298,Light,"1,87433E+34",https://pbs.twimg.com/profile_images/1832034674350178304/mhLoJYly_normal.jpg,133527,https://twitter.com/altruist001,https://x.com/altruist001,altruist001,,0,,"1,864E+18",Tue Dec 03 17:23:05 +0000 2024,,,,"You aint foolin me with that apology after gettin caught, thats pure manipulation","1,864E+18",,,FALSO,FALSO,FALSO,en,27,,,,,,,,,,,,,,,,,,,,,0,,17,10,Twitter for iPhone,"You aint foolin me with that apology after gettin caught, thats pure manipulation",https://twitter.com/altruist001/status/1863997395433898309,4560.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1686551250538528769/1723153373,Wed Aug 02 01:35:41 +0000 2023,"Christ is King | Financier | MBA | Fmr Div 1 Swimmer |  I speak the truth, cook the crooks, and save children |??valentinaforusa@gmail.com",valentina556.com,https://t.co/l4pzLo655A,16684,398200,395,FALSO,VERDADERO,USA,1722,Valentina Gomez,"1,8695E+33",https://pbs.twimg.com/profile_images/1821663349978832896/qJyBeYz2_normal.jpg,27046,https://twitter.com/ValentinaForUSA,https://x.com/ValentinaForUSA,ValentinaForUSA,,6,,"1,87624E+18",Mon Jan 06 15:44:08 +0000 2025,,,,"@MailOnline These little girls arent misinformation.

His policies led to these little girls dying. 
Children have never been under more danger in the UK. https://t.co/ekfHquqMKv","1,87629E+18","1,87624E+34",MailOnline,FALSO,FALSO,VERDADERO,en,424,FALSO,,,,,,,,,,,,,,,,,,,,5,,29,77,Twitter for iPhone,"@MailOnline These little girls arent misinformation.

His policies led to these little girls dying. 
Children have never been under more danger in the UK. https://t.co/ekfHquqMKv",https://twitter.com/ValentinaForUSA/status/1876293683273994402,49270.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/381128084/1692090947,Tue Sep 27 19:55:40 +0000 2011,Ezkerreko euskal independentiston ahotsa Kongresu eta Senatuan | La voz del independentismo vasco de izquierdas ?? https://t.co/Sho5ZFsyIb,linktr.ee/ehbilducongreso,https://t.co/gKsMt3XQS4,7250,37513,3030,VERDADERO,VERDADERO,Euskal Herria,7434,EH Bildu Congreso - Senado,"1,84181E+33",https://pbs.twimg.com/profile_images/1436297234866442242/xuOrkUuA_normal.jpg,49351,https://twitter.com/EHBilduCongreso,https://x.com/EHBilduCongreso,EHBilduCongreso,,2,,"1,85665E+18",Wed Nov 13 10:38:47 +0000 2024,,,,"El uso de la mentira y la desinformación con fines políticos como método de manipulación de una ciudadanía en shock para generar caos y desesperación en medio de una catástrofe.

Esto de @MertxeAizpurua ?? https://t.co/bKZnnmP58D","1,85665E+18",,,FALSO,FALSO,FALSO,es,318,FALSO,,,,,,,,,,,,,,,,,,,,3,,25,153,Twitter Media Studio,"El uso de la mentira y la desinformación con fines políticos como método de manipulación de una ciudadanía en shock para generar caos y desesperación en medio de una catástrofe.

Esto de @MertxeAizpurua ?? https://t.co/bKZnnmP58D",https://twitter.com/EHBilduCongreso/status/1856647892670312695,83210.0,TikTok
